,loan product,status,amount,credit score,rent,monthly income,other income,debts,has debts,pays rent,has credit,dti
194,3,0,8500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
195,1,0,3500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
196,3,0,6000.0,700,200.0,842.0,842.0,130.0,1,1,1,7.72
197,3,0,13000.0,600,376.0,1535.0,1535.0,328.0,1,1,1,10.68
198,1,0,3000.0,600,1300.0,6933.333,0.0,0.0,0,1,1,0.0
199,1,0,500.0,600,0.0,8430.0,0.0,0.0,0,0,1,0.0
200,1,0,500.0,0,300.0,3293.333,0.0,0.0,0,1,0,0.0
201,1,0,750.0,0,300.0,2166.667,0.0,0.0,0,1,0,0.0
202,4,0,10000.0,600,500.0,4680.0,0.0,0.0,0,1,1,0.0
203,4,0,5400.0,600,550.0,2600.0,0.0,284.0,1,1,1,10.92
204,1,0,1000.0,0,498.0,2058.0,2058.0,0.0,0,1,0,0.0
205,3,0,3000.0,500,900.0,1800.0,0.0,582.0,1,1,1,32.33
206,1,0,1000.0,0,1075.0,100.0,0.0,0.0,0,1,0,0.0
207,1,0,25000.0,600,0.0,3000.0,0.0,201.79,1,0,1,6.73
208,1,0,25000.0,600,0.0,1500.0,0.0,0.0,0,0,1,0.0
209,3,0,18000.0,600,749.0,5600.0,0.0,154.0,1,1,1,2.75
210,4,0,15000.0,0,300.0,3358.333,0.0,0.0,0,1,0,0.0
211,1,0,350.0,0,300.0,1253.0,1253.0,0.0,0,1,0,0.0
212,1,0,1000.0,600,438.0,1690.0,0.0,24.36,1,1,1,1.44
213,2,0,0.0,0,0.0,0.0,0.0,85.0,1,0,0,100.0
214,1,0,2500.0,0,600.0,2329.167,0.0,0.0,0,1,0,0.0
215,4,0,14875.0,600,1000.0,8450.0,0.0,998.74,1,1,1,11.82
216,1,0,1000.0,600,300.0,1352.0,1352.0,0.0,0,1,1,0.0
217,2,0,4000.0,600,1200.0,3033.333,0.0,436.0,1,1,1,14.37
218,1,0,400.0,600,1200.0,1700.0,0.0,0.0,0,1,1,0.0
219,3,0,41381.13,700,471.0,4090.0,1090.0,736.59,1,1,1,14.22
220,1,0,7000.0,0,0.0,3900.0,800.0,0.0,0,0,0,0.0
221,2,0,250.0,0,300.0,1300.0,0.0,0.0,0,1,0,0.0
222,1,0,2000.0,500,1430.0,3800.0,0.0,342.0,1,1,1,9.0
223,1,0,5000.0,0,400.0,2686.667,0.0,169.0,1,1,0,6.29
224,1,0,2000.0,0,850.0,1195.0,1195.0,0.0,0,1,0,0.0
225,1,0,28000.0,700,0.0,5380.0,0.0,1581.88,1,0,1,29.4
226,2,0,1000.0,500,1050.0,6066.667,0.0,705.0,1,1,1,11.62
227,1,0,2000.0,500,1525.0,2600.0,0.0,729.65,1,1,1,28.06
228,1,0,25000.0,0,0.0,7500.0,0.0,0.0,0,0,0,0.0
229,1,0,3500.0,0,257.0,0.0,0.0,85.0,1,1,0,100.0
230,1,0,3000.0,600,1375.0,2883.333,0.0,0.0,0,1,1,0.0
231,1,0,100000.0,700,0.0,3141.667,0.0,1818.6,1,0,1,57.89
232,1,0,3200.0,600,0.0,1659.667,0.0,0.0,0,0,1,0.0
233,3,0,3200.0,600,381.0,1490.0,0.0,258.0,1,1,1,17.32
234,3,0,2900.0,600,1825.0,1344.0,0.0,382.0,1,1,1,28.42
235,1,0,6000.0,700,1250.0,2300.0,0.0,216.0,1,1,1,9.39
236,1,0,13500.0,600,400.0,1277.0,477.0,22.14,1,1,1,1.26
237,1,0,1000.0,0,0.0,2426.667,0.0,0.0,0,0,0,0.0
238,1,0,5000.0,600,350.0,2166.667,0.0,404.0,1,1,1,18.65
239,1,0,10000.0,700,0.0,3900.0,0.0,1578.0,1,0,1,40.46
240,2,0,2000.0,600,1131.0,3400.0,0.0,230.0,1,1,1,6.76
241,3,0,0.0,800,300.0,2600.0,0.0,35.0,1,1,1,1.35
242,2,0,1000.0,600,850.0,1651.0,1651.0,0.0,0,1,1,0.0
243,4,0,7735.0,600,500.0,3000.0,0.0,25.0,1,1,1,0.83
244,4,0,95000.0,600,0.0,8438.0,0.0,1593.0,1,0,1,18.88
245,1,0,3800.0,500,0.0,4069.0,0.0,512.0,1,0,1,12.58
246,1,0,5500.0,600,300.0,2340.0,0.0,0.0,0,1,1,0.0
247,1,0,3500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
248,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
249,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
250,1,0,300.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
251,1,0,4412.02,0,0.0,0.0,0.0,0.0,0,0,0,100.0
252,1,0,2500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
253,3,0,23000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
254,1,0,1500.0,0,300.0,1733.333,0.0,0.0,0,1,0,0.0
255,1,0,6000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
256,3,0,15125.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
257,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
258,3,0,7000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
259,3,0,17000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
260,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
261,1,0,1000.0,600,0.0,1250.0,0.0,0.0,0,0,1,0.0
262,3,0,2523.16,700,1000.0,1907.25,0.0,0.0,0,1,1,0.0
263,1,0,10000.0,700,500.0,4000.0,0.0,57.0,1,1,1,1.43
264,3,0,29500.0,700,850.0,4333.333,0.0,0.0,0,1,1,0.0
265,3,0,32000.0,600,750.0,1600.0,0.0,331.13,1,1,1,20.7
266,3,0,32710.0,700,0.0,1200.0,0.0,124.31,1,0,1,10.36
267,3,0,30000.0,600,500.0,2856.0,0.0,0.0,0,1,1,0.0
268,1,0,1000.0,0,600.0,1025.0,0.0,0.0,0,1,0,0.0
269,1,0,4000.0,0,1100.0,2383.333,0.0,50.0,1,1,0,2.1
270,1,0,100000.0,500,10000.0,2166.667,0.0,3514.0,1,1,1,162.18
271,2,0,7000.0,600,0.0,4000.0,0.0,65.0,1,0,1,1.62
272,1,0,10000.0,600,0.0,1250.0,0.0,3808.0,1,0,1,304.64
273,4,0,28000.0,0,300.0,3800.0,0.0,0.0,0,1,0,0.0
274,1,0,400.0,0,0.0,3000.0,0.0,0.0,0,0,0,0.0
275,2,0,5000.0,600,0.0,1246.0,0.0,249.0,1,0,1,19.98
276,2,0,4000.0,600,350.0,3800.0,0.0,473.0,1,1,1,12.45
277,3,0,12000.0,500,1150.0,3575.0,0.0,170.0,1,1,1,4.76
278,2,0,500.0,0,300.0,2503.8,0.0,0.0,0,1,0,0.0
279,4,0,20000.0,600,750.0,12000.0,0.0,615.0,1,1,1,5.12
280,3,0,9300.0,800,0.0,2100.0,0.0,541.0,1,0,1,25.76
281,1,0,1000.0,0,1315.0,1315.0,1315.0,0.0,0,1,0,0.0
282,1,0,1500.0,0,0.0,1159.167,0.0,0.0,0,0,0,0.0
283,3,0,10000.0,0,500.0,500.0,0.0,0.0,0,1,0,0.0
284,2,0,2000.0,600,700.0,5808.0,0.0,2554.0,1,1,1,43.97
285,4,0,25000.0,700,0.0,6902.0,0.0,4233.0,1,0,1,61.33
286,2,0,5000.0,700,100.0,2453.333,0.0,50.0,1,1,1,2.04
287,1,0,40000.0,0,1500.0,6000.0,0.0,0.0,0,1,0,0.0
288,1,0,5000.0,600,300.0,3655.167,0.0,294.0,1,1,1,8.04
289,1,0,2000.0,700,900.0,2900.0,0.0,0.0,0,1,1,0.0
290,2,0,1000.0,600,100.0,0.0,0.0,30.0,1,1,1,100.0
291,4,0,24000.0,700,0.0,7000.0,0.0,1351.0,1,0,1,19.3
292,1,0,6000.0,600,0.0,6500.0,0.0,396.24,1,0,1,6.1
293,3,0,45000.0,700,682.0,2600.0,0.0,2566.0,1,1,1,98.69
294,2,0,300.0,0,50.0,0.0,0.0,0.0,0,1,0,100.0
295,1,0,0.0,0,0.0,794.0,0.0,0.0,0,0,0,0.0
296,3,0,27000.0,700,900.0,3033.333,0.0,1263.0,1,1,1,41.64
297,1,0,4000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
298,4,0,38831.98,0,0.0,0.0,0.0,0.0,0,0,0,100.0
299,2,0,1000.0,0,110.0,0.0,0.0,0.0,0,1,0,100.0
300,1,0,4000.0,0,0.0,1075.0,1075.0,0.0,0,0,0,0.0
301,1,0,1500.0,0,0.0,2750.0,0.0,0.0,0,0,0,0.0
302,3,0,2300.0,0,0.0,2500.0,0.0,0.0,0,0,0,0.0
303,3,0,6500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
304,3,0,5000.0,600,950.0,3683.333,0.0,0.0,0,1,1,0.0
305,1,0,5000.0,700,300.0,4000.0,0.0,945.0,1,1,1,23.62
306,1,0,4000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
307,1,0,200.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
308,3,0,22711.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
309,2,0,3000.0,700,0.0,0.0,0.0,498.0,1,0,1,100.0
310,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
311,3,0,17250.0,500,0.0,3500.0,0.0,1031.0,1,0,1,29.46
312,1,0,8500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
313,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
314,3,0,5500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
315,1,0,1500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
316,2,0,600.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
317,2,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
318,3,0,8000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
319,3,0,10000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
320,3,0,25000.0,500,0.0,2600.0,0.0,512.0,1,0,1,19.69
321,1,0,500.0,600,650.0,8666.667,0.0,479.43,1,1,1,5.53
322,3,0,32000.0,500,1200.0,5350.0,0.0,408.0,1,1,1,7.63
323,3,0,8000.0,500,2025.0,3127.0,0.0,1378.0,1,1,1,44.07
324,1,0,3000.0,600,0.0,6666.667,0.0,3681.0,1,0,1,55.21
325,3,0,13728.0,600,200.0,3500.0,0.0,115.0,1,1,1,3.29
326,4,0,170000.0,0,300.0,2080.0,0.0,0.0,0,1,0,0.0
327,3,0,15000.0,500,300.0,2522.81,0.0,0.0,0,1,1,0.0
328,1,0,850.0,0,900.0,1750.667,0.0,0.0,0,1,0,0.0
329,1,0,10000.0,0,500.0,500.0,0.0,0.0,0,1,0,0.0
330,3,0,36000.0,700,300.0,1950.0,0.0,611.0,1,1,1,31.33
331,3,0,2500.0,600,830.0,2600.0,0.0,259.0,1,1,1,9.96
332,1,0,5000.0,600,0.0,29250.0,0.0,0.0,0,0,1,0.0
333,3,0,15000.0,500,0.0,3358.333,0.0,0.0,0,0,1,0.0
334,4,0,2000.0,0,800.0,3163.0,0.0,0.0,0,1,0,0.0
335,4,0,13500.0,700,0.0,5373.107,1256.44,4026.0,1,0,1,60.73
336,1,0,1200.0,600,0.0,1300.0,0.0,0.0,0,0,1,0.0
337,4,0,51000.0,600,200.0,6716.667,0.0,71.0,1,1,1,1.06
338,1,0,2000.0,500,600.0,4550.0,0.0,478.0,1,1,1,10.51
339,1,0,1000.0,600,300.0,0.0,0.0,0.0,0,1,1,100.0
340,1,0,500.0,0,1300.0,0.0,0.0,0.0,0,1,0,100.0
341,3,0,0.0,0,600.0,1682.0,0.0,0.0,0,1,0,0.0
342,1,0,2500.0,700,2230.0,3120.0,0.0,392.0,1,1,1,12.56
343,1,0,2000.0,600,800.0,0.0,0.0,508.0,1,1,1,100.0
344,3,0,7200.0,700,300.0,4333.333,0.0,30.0,1,1,1,0.69
345,1,0,1500.0,700,905.0,2200.0,0.0,335.0,1,1,1,15.23
346,2,0,15000.0,700,671.0,3260.0,0.0,854.0,1,1,1,26.2
347,3,0,9656.0,600,1040.0,2500.0,0.0,0.0,0,1,1,0.0
348,1,0,6000.0,600,1040.0,0.0,0.0,0.0,0,1,1,100.0
349,1,0,500.0,0,100.0,1625.0,0.0,0.0,0,1,0,0.0
350,4,0,12000.0,0,458.0,1200.0,0.0,0.0,0,1,0,0.0
351,3,0,12500.0,700,1700.0,5600.0,0.0,1349.21,1,1,1,24.09
352,1,0,4000.0,600,500.0,3384.333,0.0,617.0,1,1,1,18.23
353,4,0,10000.0,600,1100.0,4766.667,0.0,80.0,1,1,1,1.68
354,2,0,300.0,700,4005.0,5000.0,0.0,186.76,1,1,1,3.74
355,1,0,5000.0,0,105.0,0.0,2200.0,0.0,0,1,0,0.0
356,4,0,35000.0,600,852.0,3033.333,0.0,406.0,1,1,1,13.38
357,1,0,4300.0,600,450.0,6701.333,0.0,1236.86,1,1,1,18.46
358,3,0,6000.0,0,300.0,2600.0,0.0,0.0,0,1,0,0.0
359,4,0,12400.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
360,4,0,25350.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
361,4,0,100000.0,600,0.0,2300.0,0.0,552.0,1,0,1,24.0
362,4,0,8500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
363,1,0,1500.0,0,0.0,1122.22,0.0,0.0,0,0,0,0.0
364,3,0,12000.0,0,750.0,1450.0,0.0,0.0,0,1,0,0.0
365,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
366,3,0,8000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
367,3,0,17000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
368,1,0,150000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
369,1,0,10000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
370,1,0,2000.0,600,300.0,3033.333,0.0,437.0,1,1,1,14.41
371,1,0,5000.0,600,932.0,0.0,0.0,309.0,1,1,1,100.0
372,3,0,6300.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
373,1,0,15000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
374,3,0,2000.0,0,0.0,2500.0,0.0,0.0,0,0,0,0.0
375,1,0,1500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
376,4,0,10630.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
377,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
378,1,0,700.0,500,1200.0,1700.0,0.0,0.0,0,1,1,0.0
379,2,0,3000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
380,3,0,20000.0,0,0.0,9360.0,0.0,0.0,0,0,0,0.0
381,2,0,500.0,700,1165.0,3344.0,0.0,276.0,1,1,1,8.25
382,4,0,35000.0,700,400.0,3520.833,0.0,143.0,1,1,1,4.06
384,3,0,5000.0,600,850.0,4000.0,0.0,25.0,1,1,1,0.62
385,1,0,10000.0,700,0.0,7366.667,0.0,1473.0,1,0,1,20.0
386,1,0,42000.0,0,1273.0,2424.5,0.0,0.0,0,1,0,0.0
387,1,0,500.0,500,950.0,3526.667,1100.0,166.01,1,1,1,3.59
388,1,0,250.0,600,1250.0,2704.0,0.0,0.0,0,1,1,0.0
389,1,0,1000.0,600,100.0,4500.0,0.0,71.0,1,1,1,1.58
390,3,0,11500.0,700,360.0,1450.0,1450.0,332.0,1,1,1,11.45
391,3,0,8000.0,800,900.0,1950.0,0.0,0.0,0,1,1,0.0
392,3,0,28812.0,600,750.0,4044.0,0.0,0.0,0,1,1,0.0
393,3,0,12000.0,700,300.0,2881.493,0.0,1070.09,1,1,1,37.14
394,1,0,3000.0,600,0.0,2081.0,181.0,846.0,1,0,1,37.4
395,4,0,70000.0,600,375.0,4262.0,0.0,420.0,1,1,1,9.85
396,3,0,16728.0,700,0.0,2494.4,0.0,15.0,1,0,1,0.6
397,1,0,4000.0,600,0.0,3333.333,0.0,764.0,1,0,1,22.92
398,1,0,21000.0,600,0.0,10085.0,1085.0,5510.0,1,0,1,49.33
399,1,0,6000.0,600,0.0,2600.0,0.0,0.0,0,0,1,0.0
400,4,0,6667.0,700,600.0,2933.33,333.33,142.42,1,1,1,4.36
401,3,0,20000.0,600,0.0,3600.0,0.0,1635.88,1,0,1,45.44
402,3,0,15000.0,700,110.0,2223.0,2223.0,547.14,1,1,1,12.31
403,3,0,35000.0,500,1100.0,2600.0,0.0,87.0,1,1,1,3.35
404,1,0,300.0,0,270.0,600.0,0.0,0.0,0,1,0,0.0
405,1,0,10000.0,600,677.0,4500.0,0.0,1017.0,1,1,1,22.6
406,1,0,1000.0,0,2000.0,2600.0,0.0,0.0,0,1,0,0.0
407,1,0,3000.0,600,0.0,1100.0,0.0,90.0,1,0,1,8.18
408,2,0,300.0,0,900.0,1400.0,0.0,0.0,0,1,0,0.0
409,1,0,1500.0,600,400.0,3141.667,0.0,0.0,0,1,1,0.0
410,1,0,2500.0,600,0.0,3726.667,0.0,30.0,1,0,1,0.81
411,2,0,1500.0,600,200.0,1440.0,790.0,25.0,1,1,1,1.12
412,2,0,500.0,0,400.0,4200.0,0.0,0.0,0,1,0,0.0
413,4,0,3000.0,0,402.0,1156.0,0.0,0.0,0,1,0,0.0
414,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
415,3,0,5000.0,0,1168.0,1950.0,0.0,0.0,0,1,0,0.0
416,1,0,500.0,600,1200.0,0.0,0.0,30.0,1,1,1,100.0
417,3,0,7500.0,700,400.0,2000.0,2000.0,91.0,1,1,1,2.27
418,3,0,23500.0,600,200.0,4000.0,0.0,62.0,1,1,1,1.55
419,1,0,6000.0,700,0.0,1000.0,500.0,423.0,1,0,1,28.2
420,1,0,2000.0,500,0.0,2925.0,0.0,889.0,1,0,1,30.39
421,1,0,9000.0,600,600.0,4000.0,0.0,1113.17,1,1,1,27.83
422,2,0,1500.0,700,1025.0,0.0,0.0,353.0,1,1,1,100.0
423,4,0,14900.0,600,850.0,3780.67,0.0,688.0,1,1,1,18.2
424,4,0,26000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
425,3,0,13000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
426,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
427,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
428,3,0,43000.0,700,300.0,2600.0,0.0,177.0,1,1,1,6.81
429,1,0,1500.0,600,275.0,3506.0,0.0,0.0,0,1,1,0.0
430,4,0,15000.0,600,0.0,8000.0,0.0,243.0,1,0,1,3.04
431,4,0,50000.0,600,1200.0,1500.0,0.0,0.0,0,1,1,0.0
432,3,0,6500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
433,3,0,27270.0,600,0.0,7000.0,0.0,672.0,1,0,1,9.6
434,1,0,1500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
435,2,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
436,3,0,11245.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
437,1,0,700.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
438,3,0,8500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
439,1,0,8000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
440,1,0,300.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
441,4,0,14450.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
442,4,0,48000.0,600,250.0,10400.0,0.0,31.0,1,1,1,0.3
443,3,0,8000.0,700,1268.0,0.0,0.0,562.0,1,1,1,100.0
444,1,0,300.0,500,0.0,450.0,450.0,0.0,0,0,1,0.0
445,1,0,54000.0,600,0.0,0.0,0.0,43.0,1,0,1,100.0
446,1,0,20000.0,400,0.0,2475.2,0.0,40.0,1,0,1,1.62
447,1,0,4000.0,600,500.0,2775.0,0.0,716.0,1,1,1,25.8
448,4,0,5950.0,0,360.0,3400.0,0.0,0.0,0,1,0,0.0
449,1,0,250.0,700,500.0,1300.0,0.0,91.0,1,1,1,7.0
450,1,0,5000.0,700,974.0,3189.333,0.0,264.9,1,1,1,8.31
451,1,0,5000.0,500,0.0,1950.0,0.0,512.0,1,0,1,26.26
452,1,0,17226.63,600,1500.0,8850.0,0.0,129.0,1,1,1,1.46
453,1,0,3000.0,0,300.0,4333.333,0.0,0.0,0,1,0,0.0
454,1,0,1000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
455,1,0,500.0,700,200.0,1750.0,0.0,457.06,1,1,1,26.12
456,3,0,8445.0,600,0.0,5502.0,1338.0,1682.0,1,0,1,24.59
457,3,0,2500.0,500,2300.0,3900.0,0.0,0.0,0,1,1,0.0
458,3,0,15000.0,600,700.0,4333.333,0.0,0.0,0,1,1,0.0
459,3,0,33000.0,600,300.0,10650.0,0.0,0.0,0,1,1,0.0
460,2,0,1000.0,600,500.0,0.0,0.0,0.0,0,1,1,100.0
461,1,0,500.0,0,604.0,2130.0,87.0,0.0,0,1,0,0.0
462,3,0,14000.0,0,0.0,4800.0,0.0,0.0,0,0,0,0.0
463,1,0,10000.0,500,350.0,2666.667,0.0,450.0,1,1,1,16.87
464,3,0,3000.0,500,300.0,2600.0,0.0,330.0,1,1,1,12.69
465,3,0,24000.0,600,0.0,3419.0,0.0,0.0,0,0,1,0.0
466,1,0,20000.0,800,500.0,3500.0,0.0,785.0,1,1,1,22.43
467,2,0,1000.0,600,300.0,2000.0,0.0,0.0,0,1,1,0.0
468,3,0,0.0,600,0.0,4416.667,0.0,0.0,0,0,1,0.0
469,3,0,6000.0,600,1250.0,0.0,0.0,0.0,0,1,1,100.0
470,2,0,6000.0,700,0.0,2600.0,2600.0,833.0,1,0,1,16.02
471,4,0,4500.0,0,588.0,3400.0,0.0,35.0,1,1,0,1.03
472,1,0,750.0,500,600.0,4750.0,0.0,6.0,1,1,1,0.13
473,3,0,20000.0,700,0.0,3500.0,0.0,25.0,1,0,1,0.71
474,1,0,3500.0,500,287.0,0.0,0.0,0.0,0,1,1,100.0
475,3,0,35135.0,500,257.0,1500.0,0.0,58.28,1,1,1,3.89
476,3,0,8500.0,600,300.0,4300.0,0.0,278.0,1,1,1,6.47
477,1,0,5000.0,600,0.0,4700.0,0.0,379.0,1,0,1,8.06
478,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
479,4,0,24000.0,700,267.5,3200.0,0.0,85.0,1,1,1,2.66
480,3,0,3000.0,600,0.0,4966.672,0.0,475.0,1,0,1,9.56
481,3,0,18000.0,700,350.0,4333.333,0.0,30.0,1,1,1,0.69
482,4,0,20000.0,600,1200.0,0.0,0.0,203.1,1,1,1,100.0
483,2,0,1000.0,0,750.0,1733.333,0.0,0.0,0,1,0,0.0
484,1,0,4000.0,500,0.0,4069.0,0.0,512.0,1,0,1,12.58
485,1,0,7000.0,0,800.0,1143.0,0.0,0.0,0,1,0,0.0
486,3,0,2000.0,500,0.0,2251.0,2251.0,484.0,1,0,1,10.75
487,3,0,18000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
488,1,0,3000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
489,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
490,4,0,150000.0,700,0.0,12500.0,0.0,3375.0,1,0,1,27.0
491,1,0,50000.0,700,0.0,8250.0,0.0,1374.58,1,0,1,16.66
492,1,0,5000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
493,1,0,500.0,500,500.0,2000.0,0.0,255.0,1,1,1,12.75
494,3,0,5400.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
495,1,0,2000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
496,3,0,18000.0,600,1315.0,2708.333,0.0,2266.0,1,1,1,83.67
497,3,0,15000.0,500,1825.0,8666.667,0.0,2015.86,1,1,1,23.26
498,1,0,5000.0,600,0.0,6460.0,1260.0,2228.0,1,0,1,28.86
499,1,0,7000.0,600,450.0,6701.333,0.0,1117.86,1,1,1,16.68
500,1,0,800.0,0,200.0,200.0,0.0,0.0,0,1,0,0.0
501,1,0,500.0,0,0.0,2398.933,0.0,0.0,0,0,0,0.0
502,1,0,3000.0,0,0.0,1898.0,0.0,85.0,1,0,0,4.48
503,3,0,25000.0,700,1050.0,5633.333,0.0,1612.52,1,1,1,28.62
504,3,0,15000.0,700,300.0,4333.333,0.0,35.0,1,1,1,0.81
505,3,0,27500.0,0,300.0,2000.0,0.0,0.0,0,1,0,0.0
506,2,0,250.0,600,0.0,3605.333,0.0,0.0,0,0,1,0.0
507,1,0,5000.0,700,300.0,4569.5,0.0,827.0,1,1,1,18.1
508,1,0,100.0,0,0.0,1200.0,0.0,0.0,0,0,0,0.0
509,2,0,500.0,0,1600.0,2.083,0.0,0.0,0,1,0,0.0
510,3,0,12800.0,600,450.0,5800.0,0.0,0.0,0,1,1,0.0
511,1,0,10000.0,600,0.0,7583.333,0.0,25.0,1,0,1,0.33
512,3,0,6000.0,600,0.0,1841.0,1350.0,348.74,1,0,1,10.93
513,1,0,400.0,500,1200.0,1083.333,0.0,0.0,0,1,1,0.0
514,2,0,2500.0,700,300.0,10400.0,0.0,379.0,1,1,1,3.64
515,2,0,2500.0,600,400.0,3865.0,0.0,646.0,1,1,1,16.71
516,4,0,9000.0,600,0.0,4600.0,0.0,1427.0,1,0,1,31.02
517,3,0,20000.0,600,1665.0,5000.0,0.0,1141.0,1,1,1,22.82
518,1,0,6000.0,600,950.0,5200.0,0.0,126.01,1,1,1,2.42
519,1,0,5000.0,700,0.0,3033.333,0.0,40.0,1,0,1,1.32
520,3,0,15000.0,500,0.0,23894.0,0.0,1499.96,1,0,1,6.28
521,1,0,8000.0,700,471.0,3500.0,0.0,890.0,1,1,1,25.43
522,1,0,4930.46,0,250.0,0.0,0.0,0.0,0,1,0,100.0
523,3,0,17000.0,600,575.0,2000.0,0.0,0.0,0,1,1,0.0
524,2,0,10000.0,600,2000.0,10400.0,0.0,1231.0,1,1,1,11.84
525,1,0,5000.0,0,760.0,1584.0,0.0,0.0,0,1,0,0.0
526,4,0,5000.0,600,250.0,4000.0,0.0,2227.0,1,1,1,55.67
527,3,0,2835.0,500,0.0,0.0,0.0,0.0,0,0,1,100.0
528,1,0,20000.0,0,250.0,500.0,0.0,0.0,0,1,0,0.0
529,4,0,16000.0,600,1665.0,10000.0,0.0,1008.0,1,1,1,10.08
530,1,0,1000.0,500,500.0,1083.333,0.0,360.0,1,1,1,33.23
531,1,0,700.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
532,1,0,2000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
533,3,0,10000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
534,1,0,1800.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
535,3,0,10000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
536,1,0,2000.0,500,0.0,1600.0,0.0,0.0,0,0,1,0.0
537,1,0,500.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
538,1,0,1200.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
539,1,0,1500.0,600,1047.0,4432.0,0.0,704.5,1,1,1,15.9
540,3,0,12000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
541,1,0,12000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
542,1,0,3000.0,0,0.0,0.0,0.0,0.0,0,0,0,100.0
543,3,0,30000.0,600,750.0,5200.0,0.0,1097.0,1,1,1,21.1
544,1,0,80000.0,700,90000.0,15000.0,0.0,1565.0,1,1,1,10.43
